"","LeafLength","ID","Stress","Genotype","Day"
"1711",10.6,"217","drought","31",8
"1712",9.4,"230","drought","31",8
"1715",12.9,"211","drought","31",8
"1716",8,"184","drought","31",8
"1717",9.1,"153","drought","48",8
"1718",7.6,"162","drought","48",8
"1719",13.2,"174","drought","48",8
"1720",8.1,"47","drought","48",8
"1723",11,"5","drought","5",8
"1724",11.5,"165","drought","5",8
"1725",8.1,"58","drought","5",8
"1727",8.3,"103","drought","5",8
"1728",7.6,"12","drought","5",8
"1729",7,"152","control","8",8
"1730",10.7,"180","control","8",8
"1731",9.9,"29","control","9",8
"1732",9,"109","control","9",8
"1733",11.2,"189","control","10",8
"1734",10.7,"227","control","10",8
"1735",13.5,"205","control","11",8
"1736",14.5,"159","control","11",8
"1737",12,"156","control","12",8
"1738",11.3,"168","control","12",8
"1739",8.1,"6","control","13",8
"1740",12.4,"231","control","13",8
"1741",9.2,"16","control","14",8
"1742",9.7,"88","control","14",8
"1743",12.6,"14","control","15",8
"1744",9.8,"64","control","15",8
"1745",9.9,"67","control","16",8
"1746",12.1,"195","control","16",8
"1747",12.1,"53","control","1",8
"1748",10.1,"204","control","1",8
"1749",9.7,"222","control","17",8
"1750",9.6,"175","control","17",8
"1751",11.3,"193","control","18",8
"1752",10.6,"154","control","18",8
"1753",11.1,"85","control","19",8
"1754",9.7,"210","control","19",8
"1755",9.4,"15","control","20",8
"1756",8.3,"36","control","20",8
"1757",9.3,"2","control","21",8
"1758",11.2,"207","control","21",8
"1759",10.2,"46","control","22",8
"1760",8.8,"40","control","22",8
"1761",8.9,"19","control","23",8
"1762",10.3,"55","control","23",8
"1763",11.2,"25","control","24",8
"1764",10.4,"93","control","24",8
"1765",9.6,"101","control","2",8
"1766",12.2,"236","control","2",8
"1767",8.5,"106","control","25",8
"1768",7.7,"116","control","25",8
"1769",9.9,"167","control","26",8
"1770",8,"144","control","26",8
"1771",10.5,"1","control","27",8
"1772",9.4,"24","control","27",8
"1773",14.1,"135","control","28",8
"1774",11.3,"4","control","28",8
"1775",13.5,"185","control","29",8
"1776",12.1,"126","control","29",8
"1777",10.7,"105","control","30",8
"1778",9,"142","control","30",8
"1779",8.7,"66","control","31",8
"1780",9.9,"200","control","31",8
"1781",11.4,"69","control","32",8
"1782",11.6,"234","control","32",8
"1783",10,"198","control","33",8
"1784",9,"84","control","33",8
"1785",9.8,"221","control","34",8
"1786",8.9,"56","control","34",8
"1787",9.5,"172","control","3",8
"1788",8.4,"220","control","3",8
"1789",9.9,"45","control","35",8
"1790",9.9,"8","control","35",8
"1791",8.7,"95","control","36",8
"1792",7.5,"164","control","36",8
"1793",10.1,"169","control","37",8
"1794",9.6,"78","control","37",8
"1795",10.3,"33","control","38",8
"1796",8.6,"120","control","38",8
"1797",11.9,"129","control","39",8
"1798",11.3,"71","control","39",8
"1799",10.7,"42","control","40",8
"1800",10,"114","control","40",8
"1801",7.9,"138","control","41",8
"1802",8.3,"87","control","41",8
"1803",6,"125","control","42",8
"1804",9.6,"18","control","42",8
"1805",6.9,"110","control","43",8
"1806",9,"107","control","43",8
"1807",9.3,"73","control","44",8
"1808",9,"224","control","44",8
"1809",12.5,"49","control","45",8
"1810",12.6,"229","control","45",8
"1811",10.4,"215","control","46",8
"1812",10.3,"32","control","46",8
"1813",10.5,"60","control","47",8
"1814",10.5,"96","control","47",8
"1815",7.9,"61","control","48",8
"1816",9.1,"166","control","48",8
"1817",8.3,"89","control","4",8
"1818",8,"90","control","4",8
"1819",11,"173","control","5",8
"1820",12.2,"182","control","5",8
"1821",9.2,"54","control","6",8
"1822",10,"155","control","6",8
"1823",14.2,"233","control","7",8
"1824",12.1,"192","control","7",8
"1825",8.5,"137","drought","8",8
"1826",9.6,"151","drought","8",8
"1827",9.3,"146","drought","9",8
"1828",8.8,"112","drought","9",8
"1829",6.3,"130","drought","10",8
"1830",8.5,"208","drought","10",8
"1831",12.2,"117","drought","11",8
"1832",11.2,"30","drought","11",8
"1833",11.4,"10","drought","12",8
"1834",9.4,"92","drought","12",8
"1835",11.9,"21","drought","13",8
"1836",8.5,"119","drought","13",8
"1837",9.7,"50","drought","14",8
"1838",7.9,"86","drought","14",8
"1839",12.8,"115","drought","15",8
"1840",12.2,"148","drought","15",8
"1841",12.7,"178","drought","16",8
"1842",11,"128","drought","16",8
"1843",11.2,"123","drought","1",8
"1844",8.8,"232","drought","1",8
"1845",10.5,"133","drought","17",8
"1846",8.5,"226","drought","17",8
"1847",10.4,"145","drought","18",8
"1848",8.4,"143","drought","18",8
"1849",9.8,"81","drought","19",8
"1850",7.8,"196","drought","19",8
"1851",9.1,"43","drought","20",8
"1852",9.2,"160","drought","20",8
"1853",8.1,"197","drought","21",8
"1854",9.2,"238","drought","21",8
"1855",8.9,"97","drought","22",8
"1856",7.1,"188","drought","22",8
"1857",9.3,"102","drought","23",8
"1858",8.7,"44","drought","23",8
"1859",9.5,"121","drought","24",8
"1860",8.2,"218","drought","24",8
"1861",10.2,"111","drought","2",8
"1862",10.7,"219","drought","2",8
"1863",8.5,"118","drought","25",8
"1864",7.3,"190","drought","25",8
"1865",9.9,"17","drought","26",8
"1866",10.5,"161","drought","26",8
"1867",8.3,"177","drought","27",8
"1868",9.2,"183","drought","27",8
"1869",11.3,"206","drought","28",8
"1870",11.5,"72","drought","28",8
"1871",9.8,"82","drought","29",8
"1872",12.9,"100","drought","29",8
"1873",10.6,"77","drought","30",8
"1874",9.5,"11","drought","30",8
"1875",7.5,"74","drought","31",8
"1876",10.8,"23","drought","31",8
"1877",10.8,"22","drought","32",8
"1878",10.1,"170","drought","32",8
"1879",10.8,"13","drought","33",8
"1880",9.1,"94","drought","33",8
"1881",6.7,"194","drought","34",8
"1882",7.9,"51","drought","34",8
"1883",8,"181","drought","3",8
"1884",7.5,"228","drought","3",8
"1885",9.9,"134","drought","35",8
"1886",9.4,"127","drought","35",8
"1887",6,"209","drought","36",8
"1888",9.3,"163","drought","36",8
"1889",11.2,"27","drought","37",8
"1890",8,"203","drought","37",8
"1891",8.7,"3","drought","38",8
"1892",11.5,"131","drought","38",8
"1893",9,"150","drought","39",8
"1894",8.4,"216","drought","39",8
"1895",10.4,"70","drought","40",8
"1896",7.5,"99","drought","40",8
"1897",9.8,"235","drought","41",8
"1898",8.6,"124","drought","41",8
"1899",9.9,"113","drought","42",8
"1900",8.9,"141","drought","42",8
"1901",9.8,"59","drought","43",8
"1902",8.4,"83","drought","43",8
"1903",8.8,"136","drought","44",8
"1904",8.6,"212","drought","44",8
"1905",7.7,"186","drought","45",8
"1906",9.5,"20","drought","45",8
"1907",7.7,"140","drought","46",8
"1908",5.6,"176","drought","46",8
"1909",11.1,"225","drought","47",8
"1910",10.1,"80","drought","47",8
"1911",7.9,"63","drought","48",8
"1912",8.4,"147","drought","48",8
"1913",8.5,"9","drought","4",8
"1914",7.2,"79","drought","4",8
"1915",10.4,"26","drought","5",8
"1916",10.1,"158","drought","5",8
"1917",9.9,"37","drought","6",8
"1918",10.1,"75","drought","6",8
"1919",11,"201","drought","7",8
"1920",12.2,"68","drought","7",8
"1922",10.6,"62","control","17",9
"1923",11.2,"35","control","17",9
"1924",11.1,"91","control","17",9
"1925",10.7,"76","control","17",9
"1926",9.1,"108","control","17",9
"1927",11.9,"149","control","31",9
"1928",13.5,"237","control","31",9
"1929",14.7,"223","control","31",9
"1931",10,"28","control","31",9
"1932",14,"240","control","31",9
"1935",11.3,"157","control","48",9
"1936",10.4,"122","control","48",9
"1937",11.3,"7","control","48",9
"1938",8.6,"52","control","48",9
"1939",13.8,"57","control","5",9
"1940",12.5,"213","control","5",9
"1942",12.4,"31","control","5",9
"1943",12.3,"187","control","5",9
"1944",10.5,"104","control","5",9
"1945",7.2,"34","drought","17",9
"1946",7.9,"98","drought","17",9
"1948",8,"171","drought","17",9
"1950",6.7,"132","drought","17",9
"1951",11,"217","drought","31",9
"1952",10.1,"230","drought","31",9
"1955",13,"211","drought","31",9
"1956",8.9,"184","drought","31",9
"1957",9.9,"153","drought","48",9
"1958",8.1,"162","drought","48",9
"1959",13.1,"174","drought","48",9
"1960",8.6,"47","drought","48",9
"1963",11.4,"5","drought","5",9
"1964",11.9,"165","drought","5",9
"1967",9,"103","drought","5",9
"1968",8.5,"12","drought","5",9
"1969",7.8,"152","control","8",9
"1970",11.4,"180","control","8",9
"1971",10.8,"29","control","9",9
"1972",9.5,"109","control","9",9
"1973",12.1,"189","control","10",9
"1974",11.1,"227","control","10",9
"1975",14.5,"205","control","11",9
"1976",14.8,"159","control","11",9
"1977",12.3,"156","control","12",9
"1978",11.9,"168","control","12",9
"1979",9.2,"6","control","13",9
"1980",13.4,"231","control","13",9
"1981",9.8,"16","control","14",9
"1982",9.9,"88","control","14",9
"1983",12.6,"14","control","15",9
"1984",10.8,"64","control","15",9
"1985",10.8,"67","control","16",9
"1986",12.9,"195","control","16",9
"1987",12.9,"53","control","1",9
"1988",11.3,"204","control","1",9
"1989",10.4,"222","control","17",9
"1990",10.6,"175","control","17",9
"1991",12.4,"193","control","18",9
"1992",11.5,"154","control","18",9
"1993",12.4,"85","control","19",9
"1994",10.5,"210","control","19",9
"1995",10.1,"15","control","20",9
"1996",8.9,"36","control","20",9
"1997",10.5,"2","control","21",9
"1998",12,"207","control","21",9
"1999",10.9,"46","control","22",9
"2000",8.5,"40","control","22",9
"2001",10.1,"19","control","23",9
"2002",10.6,"55","control","23",9
"2003",12,"25","control","24",9
"2004",11.6,"93","control","24",9
"2005",10.9,"101","control","2",9
"2006",12.9,"236","control","2",9
"2007",8.9,"106","control","25",9
"2008",8.1,"116","control","25",9
"2009",10.7,"167","control","26",9
"2010",8.8,"144","control","26",9
"2011",11.1,"1","control","27",9
"2012",10.4,"24","control","27",9
"2013",16,"135","control","28",9
"2014",12.2,"4","control","28",9
"2015",14.1,"185","control","29",9
"2016",13.2,"126","control","29",9
"2017",11.1,"105","control","30",9
"2018",9.8,"142","control","30",9
"2019",9.1,"66","control","31",9
"2020",10.2,"200","control","31",9
"2021",11.8,"69","control","32",9
"2022",12,"234","control","32",9
"2023",10.5,"198","control","33",9
"2024",9.3,"84","control","33",9
"2025",10.2,"221","control","34",9
"2026",8.9,"56","control","34",9
"2027",9.9,"172","control","3",9
"2028",9,"220","control","3",9
"2029",10.6,"45","control","35",9
"2030",10.3,"8","control","35",9
"2031",8.9,"95","control","36",9
"2032",8.3,"164","control","36",9
"2033",10.5,"169","control","37",9
"2034",9.5,"78","control","37",9
"2035",11.4,"33","control","38",9
"2036",9.4,"120","control","38",9
"2037",12.8,"129","control","39",9
"2038",11.6,"71","control","39",9
"2039",11,"42","control","40",9
"2040",10.4,"114","control","40",9
"2041",8.7,"138","control","41",9
"2042",9.6,"87","control","41",9
"2043",3.9,"125","control","42",9
"2044",10.4,"18","control","42",9
"2045",7.1,"110","control","43",9
"2046",9.8,"107","control","43",9
"2047",9.7,"73","control","44",9
"2048",9.9,"224","control","44",9
"2049",13.6,"49","control","45",9
"2050",13.6,"229","control","45",9
"2051",11.2,"215","control","46",9
"2052",10.9,"32","control","46",9
"2053",12.1,"60","control","47",9
"2054",11,"96","control","47",9
"2055",8.4,"61","control","48",9
"2056",9.2,"166","control","48",9
"2057",8.7,"89","control","4",9
"2058",8.9,"90","control","4",9
"2059",12,"173","control","5",9
"2060",13.2,"182","control","5",9
"2061",10.2,"54","control","6",9
"2062",11.7,"155","control","6",9
"2063",15,"233","control","7",9
"2064",12.9,"192","control","7",9
"2065",9.1,"137","drought","8",9
"2066",9.8,"151","drought","8",9
"2067",9.2,"146","drought","9",9
"2068",9.2,"112","drought","9",9
"2069",7,"130","drought","10",9
"2070",8.9,"208","drought","10",9
"2071",12.5,"117","drought","11",9
"2072",11.4,"30","drought","11",9
"2073",11.1,"10","drought","12",9
"2074",9.7,"92","drought","12",9
"2075",12,"21","drought","13",9
"2076",9.3,"119","drought","13",9
"2077",9.5,"50","drought","14",9
"2078",7.9,"86","drought","14",9
"2079",12.5,"115","drought","15",9
"2080",12.9,"148","drought","15",9
"2081",12.9,"178","drought","16",9
"2082",11.2,"128","drought","16",9
"2083",11.6,"123","drought","1",9
"2084",9.1,"232","drought","1",9
"2085",10.7,"133","drought","17",9
"2086",8.6,"226","drought","17",9
"2087",10.8,"145","drought","18",9
"2088",9,"143","drought","18",9
"2089",10,"81","drought","19",9
"2090",8.4,"196","drought","19",9
"2091",9.7,"43","drought","20",9
"2092",9.2,"160","drought","20",9
"2093",8.4,"197","drought","21",9
"2094",9.6,"238","drought","21",9
"2095",10.6,"97","drought","22",9
"2096",7.5,"188","drought","22",9
"2097",9.1,"102","drought","23",9
"2098",8.9,"44","drought","23",9
"2099",10.2,"121","drought","24",9
"2100",8.4,"218","drought","24",9
"2101",11,"111","drought","2",9
"2102",10.7,"219","drought","2",9
"2103",8.5,"118","drought","25",9
"2104",7.3,"190","drought","25",9
"2105",10.3,"17","drought","26",9
"2106",10.9,"161","drought","26",9
"2107",8.4,"177","drought","27",9
"2108",9.6,"183","drought","27",9
"2109",11.9,"206","drought","28",9
"2110",12.1,"72","drought","28",9
"2111",10,"82","drought","29",9
"2112",12.8,"100","drought","29",9
"2113",11.4,"77","drought","30",9
"2114",9.5,"11","drought","30",9
"2115",8.1,"74","drought","31",9
"2116",10.5,"23","drought","31",9
"2117",11.1,"22","drought","32",9
"2118",10.7,"170","drought","32",9
"2119",10.9,"13","drought","33",9
"2120",9.4,"94","drought","33",9
"2121",7.1,"194","drought","34",9
"2122",7.9,"51","drought","34",9
"2123",8.2,"181","drought","3",9
"2124",8,"228","drought","3",9
"2125",9.8,"134","drought","35",9
"2126",9.9,"127","drought","35",9
"2127",6.9,"209","drought","36",9
"2128",9.1,"163","drought","36",9
"2129",11.3,"27","drought","37",9
"2130",8.3,"203","drought","37",9
"2131",9.1,"3","drought","38",9
"2132",11.2,"131","drought","38",9
"2133",9.7,"150","drought","39",9
"2134",9.4,"216","drought","39",9
"2135",10,"70","drought","40",9
"2136",7.4,"99","drought","40",9
"2137",9.9,"235","drought","41",9
"2138",8.3,"124","drought","41",9
"2139",10.8,"113","drought","42",9
"2140",9.7,"141","drought","42",9
"2141",9.8,"59","drought","43",9
"2142",9.3,"83","drought","43",9
"2143",9,"136","drought","44",9
"2144",9.2,"212","drought","44",9
"2145",8.5,"186","drought","45",9
"2146",9.7,"20","drought","45",9
"2147",7.8,"140","drought","46",9
"2148",6,"176","drought","46",9
"2149",11.6,"225","drought","47",9
"2150",10.3,"80","drought","47",9
"2151",8.4,"63","drought","48",9
"2152",8.7,"147","drought","48",9
"2153",9,"9","drought","4",9
"2154",7.4,"79","drought","4",9
"2155",10.5,"26","drought","5",9
"2156",10.2,"158","drought","5",9
"2157",10.6,"37","drought","6",9
"2158",10.1,"75","drought","6",9
"2159",11.5,"201","drought","7",9
"2160",12.3,"68","drought","7",9
"2162",12,"62","control","17",10
"2163",12,"35","control","17",10
"2164",12.2,"91","control","17",10
"2165",11.8,"76","control","17",10
"2166",10.6,"108","control","17",10
"2168",13.9,"237","control","31",10
"2169",16,"223","control","31",10
"2171",10.8,"28","control","31",10
"2172",15.7,"240","control","31",10
"2175",11.4,"157","control","48",10
"2176",11.4,"122","control","48",10
"2177",11.9,"7","control","48",10
"2178",10.1,"52","control","48",10
"2179",15.2,"57","control","5",10
"2180",13.6,"213","control","5",10
"2182",13.5,"31","control","5",10
"2183",13.9,"187","control","5",10
"2184",12,"104","control","5",10
"2185",8.2,"34","drought","17",10
"2186",8.6,"98","drought","17",10
"2188",9.3,"171","drought","17",10
"2190",7.6,"132","drought","17",10
"2191",11.5,"217","drought","31",10
"2192",12.4,"230","drought","31",10
"2195",14.6,"211","drought","31",10
"2196",9.4,"184","drought","31",10
"2197",9.9,"153","drought","48",10
"2198",8.9,"162","drought","48",10
"2199",13.9,"174","drought","48",10
"2200",9.1,"47","drought","48",10
"2203",11.7,"5","drought","5",10
"2204",12.9,"165","drought","5",10
"2207",9.8,"103","drought","5",10
"2208",10.9,"12","drought","5",10
"2209",8.6,"152","control","8",10
"2210",12.6,"180","control","8",10
"2211",11.4,"29","control","9",10
"2212",10,"109","control","9",10
"2213",13,"189","control","10",10
"2214",11.9,"227","control","10",10
"2215",16.6,"205","control","11",10
"2216",16.3,"159","control","11",10
"2217",14.1,"156","control","12",10
"2218",13,"168","control","12",10
"2219",10.1,"6","control","13",10
"2220",14.4,"231","control","13",10
"2221",10.8,"16","control","14",10
"2222",11.3,"88","control","14",10
"2223",14.7,"14","control","15",10
"2224",12,"64","control","15",10
"2225",12.1,"67","control","16",10
"2226",14.4,"195","control","16",10
"2227",13.4,"53","control","1",10
"2228",12.6,"204","control","1",10
"2229",11.7,"222","control","17",10
"2230",11.3,"175","control","17",10
"2231",12.9,"193","control","18",10
"2232",12.7,"154","control","18",10
"2233",12.9,"85","control","19",10
"2234",12,"210","control","19",10
"2235",11.1,"15","control","20",10
"2236",10,"36","control","20",10
"2237",11.7,"2","control","21",10
"2238",13.5,"207","control","21",10
"2239",11.3,"46","control","22",10
"2240",11,"40","control","22",10
"2241",10.7,"19","control","23",10
"2242",11.1,"55","control","23",10
"2243",12.5,"25","control","24",10
"2244",12.4,"93","control","24",10
"2245",11.6,"101","control","2",10
"2246",14,"236","control","2",10
"2247",8.9,"106","control","25",10
"2248",9.1,"116","control","25",10
"2249",11.1,"167","control","26",10
"2250",10,"144","control","26",10
"2251",11.2,"1","control","27",10
"2252",10.7,"24","control","27",10
"2253",17.1,"135","control","28",10
"2254",14,"4","control","28",10
"2255",15.6,"185","control","29",10
"2256",14.4,"126","control","29",10
"2257",11.7,"105","control","30",10
"2258",10.8,"142","control","30",10
"2259",10.2,"66","control","31",10
"2260",12.1,"200","control","31",10
"2261",12.3,"69","control","32",10
"2262",13.7,"234","control","32",10
"2263",11.9,"198","control","33",10
"2264",10.2,"84","control","33",10
"2265",11,"221","control","34",10
"2266",10.2,"56","control","34",10
"2267",11.2,"172","control","3",10
"2268",10.8,"220","control","3",10
"2269",11.1,"45","control","35",10
"2270",10.6,"8","control","35",10
"2271",10.2,"95","control","36",10
"2272",9.3,"164","control","36",10
"2273",11.4,"169","control","37",10
"2274",9.6,"78","control","37",10
"2275",11.9,"33","control","38",10
"2276",10.3,"120","control","38",10
"2277",13.6,"129","control","39",10
"2278",12.9,"71","control","39",10
"2279",11.8,"42","control","40",10
"2280",11.3,"114","control","40",10
"2281",9.6,"138","control","41",10
"2282",9.9,"87","control","41",10
"2283",4,"125","control","42",10
"2284",11.5,"18","control","42",10
"2285",6.4,"110","control","43",10
"2286",11,"107","control","43",10
"2287",10,"73","control","44",10
"2288",11,"224","control","44",10
"2289",13.8,"49","control","45",10
"2290",14.3,"229","control","45",10
"2291",12,"215","control","46",10
"2292",11.5,"32","control","46",10
"2293",13.6,"60","control","47",10
"2294",11.9,"96","control","47",10
"2295",8.7,"61","control","48",10
"2296",9.7,"166","control","48",10
"2297",10.3,"89","control","4",10
"2298",9.6,"90","control","4",10
"2299",12.3,"173","control","5",10
"2300",15.2,"182","control","5",10
"2301",11.6,"54","control","6",10
"2302",12.7,"155","control","6",10
"2303",16.7,"233","control","7",10
"2304",14.5,"192","control","7",10
"2305",9.6,"137","drought","8",10
"2306",10.2,"151","drought","8",10
"2307",9.5,"146","drought","9",10
"2308",9.3,"112","drought","9",10
"2309",7.3,"130","drought","10",10
"2310",9.4,"208","drought","10",10
"2311",12.6,"117","drought","11",10
"2312",11.3,"30","drought","11",10
"2313",11.6,"10","drought","12",10
"2314",10.2,"92","drought","12",10
"2315",12.2,"21","drought","13",10
"2316",9.9,"119","drought","13",10
"2317",10.3,"50","drought","14",10
"2318",8.6,"86","drought","14",10
"2319",14,"115","drought","15",10
"2320",13.4,"148","drought","15",10
"2321",13.3,"178","drought","16",10
"2322",11.8,"128","drought","16",10
"2323",11.4,"123","drought","1",10
"2324",9.8,"232","drought","1",10
"2325",10.7,"133","drought","17",10
"2326",9.5,"226","drought","17",10
"2327",10.7,"145","drought","18",10
"2328",9.4,"143","drought","18",10
"2329",10.2,"81","drought","19",10
"2330",9,"196","drought","19",10
"2331",9.7,"43","drought","20",10
"2332",9.9,"160","drought","20",10
"2333",9.2,"197","drought","21",10
"2334",10.7,"238","drought","21",10
"2335",10.5,"97","drought","22",10
"2336",9,"188","drought","22",10
"2337",9.5,"102","drought","23",10
"2338",9.1,"44","drought","23",10
"2339",10.7,"121","drought","24",10
"2340",9.2,"218","drought","24",10
"2341",10.8,"111","drought","2",10
"2342",11.7,"219","drought","2",10
"2343",8.5,"118","drought","25",10
"2344",7.6,"190","drought","25",10
"2345",10.5,"17","drought","26",10
"2346",11.5,"161","drought","26",10
"2347",8.7,"177","drought","27",10
"2348",9.9,"183","drought","27",10
"2349",12.5,"206","drought","28",10
"2350",12.8,"72","drought","28",10
"2351",10.5,"82","drought","29",10
"2352",13.4,"100","drought","29",10
"2353",11.6,"77","drought","30",10
"2354",10,"11","drought","30",10
"2355",8.4,"74","drought","31",10
"2356",11.9,"23","drought","31",10
"2357",11.1,"22","drought","32",10
"2358",10.3,"170","drought","32",10
"2359",11.2,"13","drought","33",10
"2360",9.6,"94","drought","33",10
"2361",7.8,"194","drought","34",10
"2362",8.1,"51","drought","34",10
"2363",8.9,"181","drought","3",10
"2364",9.5,"228","drought","3",10
"2365",10.3,"134","drought","35",10
"2366",10.3,"127","drought","35",10
"2367",6.5,"209","drought","36",10
"2368",9.5,"163","drought","36",10
"2369",11.4,"27","drought","37",10
"2370",8.7,"203","drought","37",10
"2371",9.4,"3","drought","38",10
"2372",11.3,"131","drought","38",10
"2373",9.8,"150","drought","39",10
"2374",9.5,"216","drought","39",10
"2375",10.5,"70","drought","40",10
"2376",7.7,"99","drought","40",10
"2377",10.3,"235","drought","41",10
"2378",9.1,"124","drought","41",10
"2379",10.8,"113","drought","42",10
"2380",9.8,"141","drought","42",10
"2381",10.1,"59","drought","43",10
"2382",9.3,"83","drought","43",10
"2383",9.3,"136","drought","44",10
"2384",9.7,"212","drought","44",10
"2385",9,"186","drought","45",10
"2386",10.4,"20","drought","45",10
"2387",7.9,"140","drought","46",10
"2388",6.8,"176","drought","46",10
"2389",12.7,"225","drought","47",10
"2390",11,"80","drought","47",10
"2391",8.8,"63","drought","48",10
"2392",9.7,"147","drought","48",10
"2393",9.5,"9","drought","4",10
"2394",8.2,"79","drought","4",10
"2395",10.9,"26","drought","5",10
"2396",10.5,"158","drought","5",10
"2397",10.4,"37","drought","6",10
"2398",10.4,"75","drought","6",10
"2399",12,"201","drought","7",10
"2400",11.1,"68","drought","7",10
"2402",13.3,"62","control","17",11
"2403",12.9,"35","control","17",11
"2404",13.1,"91","control","17",11
"2405",12.7,"76","control","17",11
"2406",11.3,"108","control","17",11
"2407",11.9,"149","control","31",11
"2408",14.5,"237","control","31",11
"2409",16.8,"223","control","31",11
"2411",11.8,"28","control","31",11
"2412",16.3,"240","control","31",11
"2415",12.3,"157","control","48",11
"2416",11.6,"122","control","48",11
"2417",12.4,"7","control","48",11
"2418",10.1,"52","control","48",11
"2419",16.8,"57","control","5",11
"2420",14.3,"213","control","5",11
"2422",14,"31","control","5",11
"2423",14.7,"187","control","5",11
"2424",12.8,"104","control","5",11
"2425",9,"34","drought","17",11
"2426",8.9,"98","drought","17",11
"2428",9.7,"171","drought","17",11
"2430",8.5,"132","drought","17",11
"2431",12,"217","drought","31",11
"2432",12.7,"230","drought","31",11
"2435",14.9,"211","drought","31",11
"2436",10.7,"184","drought","31",11
"2437",10.9,"153","drought","48",11
"2438",9.3,"162","drought","48",11
"2439",14.5,"174","drought","48",11
"2440",9.3,"47","drought","48",11
"2444",13.2,"165","drought","5",11
"2447",10.4,"103","drought","5",11
"2448",11.5,"12","drought","5",11
"2449",9.3,"152","control","8",11
"2450",13.2,"180","control","8",11
"2451",11.3,"29","control","9",11
"2452",10.4,"109","control","9",11
"2453",13.4,"189","control","10",11
"2454",12.2,"227","control","10",11
"2455",16.6,"205","control","11",11
"2456",16.7,"159","control","11",11
"2457",14.7,"156","control","12",11
"2458",13.1,"168","control","12",11
"2459",11.4,"6","control","13",11
"2460",15.1,"231","control","13",11
"2461",11.3,"16","control","14",11
"2462",11.3,"88","control","14",11
"2463",15.2,"14","control","15",11
"2464",13,"64","control","15",11
"2465",13,"67","control","16",11
"2466",15.7,"195","control","16",11
"2467",13.9,"53","control","1",11
"2468",13.3,"204","control","1",11
"2469",12.4,"222","control","17",11
"2470",12.7,"175","control","17",11
"2471",14.3,"193","control","18",11
"2472",13.4,"154","control","18",11
"2473",13.6,"85","control","19",11
"2474",12.9,"210","control","19",11
"2475",11.6,"15","control","20",11
"2476",10.8,"36","control","20",11
"2477",12.7,"2","control","21",11
"2478",13.8,"207","control","21",11
"2479",12,"46","control","22",11
"2480",10.9,"40","control","22",11
"2481",11.4,"19","control","23",11
"2482",11.3,"55","control","23",11
"2483",12.7,"25","control","24",11
"2484",12.8,"93","control","24",11
"2485",12.7,"101","control","2",11
"2486",14.7,"236","control","2",11
"2487",9.9,"106","control","25",11
"2488",9.5,"116","control","25",11
"2489",11.5,"167","control","26",11
"2490",11.1,"144","control","26",11
"2491",11.6,"1","control","27",11
"2492",11.1,"24","control","27",11
"2493",17.4,"135","control","28",11
"2494",15.7,"4","control","28",11
"2495",16.2,"185","control","29",11
"2496",15.8,"126","control","29",11
"2497",11.9,"105","control","30",11
"2498",11.6,"142","control","30",11
"2499",11.1,"66","control","31",11
"2500",12.8,"200","control","31",11
"2501",12.4,"69","control","32",11
"2502",14.7,"234","control","32",11
"2503",12.5,"198","control","33",11
"2504",10.8,"84","control","33",11
"2505",11,"221","control","34",11
"2506",10.5,"56","control","34",11
"2507",11.4,"172","control","3",11
"2508",11,"220","control","3",11
"2509",11.3,"45","control","35",11
"2510",11.7,"8","control","35",11
"2511",10.1,"95","control","36",11
"2512",10.1,"164","control","36",11
"2513",10.8,"169","control","37",11
"2514",10.4,"78","control","37",11
"2515",12.8,"33","control","38",11
"2516",11.3,"120","control","38",11
"2517",14.8,"129","control","39",11
"2518",13.4,"71","control","39",11
"2519",12.2,"42","control","40",11
"2520",11.7,"114","control","40",11
"2521",10.6,"138","control","41",11
"2522",10.7,"87","control","41",11
"2523",3.5,"125","control","42",11
"2524",12.3,"18","control","42",11
"2525",6.7,"110","control","43",11
"2526",11.1,"107","control","43",11
"2527",10.3,"73","control","44",11
"2528",11.6,"224","control","44",11
"2529",14.8,"49","control","45",11
"2530",15.1,"229","control","45",11
"2531",13.3,"215","control","46",11
"2532",11.8,"32","control","46",11
"2533",14.7,"60","control","47",11
"2534",12.2,"96","control","47",11
"2535",8.9,"61","control","48",11
"2536",10.3,"166","control","48",11
"2537",10.6,"89","control","4",11
"2538",10.6,"90","control","4",11
"2539",13.1,"173","control","5",11
"2540",16,"182","control","5",11
"2541",12.6,"54","control","6",11
"2542",13.3,"155","control","6",11
"2543",17.3,"233","control","7",11
"2544",14.6,"192","control","7",11
"2545",9.9,"137","drought","8",11
"2546",10.3,"151","drought","8",11
"2547",9.4,"146","drought","9",11
"2548",9.5,"112","drought","9",11
"2549",7.8,"130","drought","10",11
"2550",9.8,"208","drought","10",11
"2551",12.8,"117","drought","11",11
"2552",11.8,"30","drought","11",11
"2553",11.6,"10","drought","12",11
"2554",10,"92","drought","12",11
"2555",11.7,"21","drought","13",11
"2556",10.4,"119","drought","13",11
"2557",10.6,"50","drought","14",11
"2558",9,"86","drought","14",11
"2559",13.5,"115","drought","15",11
"2560",13.3,"148","drought","15",11
"2561",14.1,"178","drought","16",11
"2562",12.1,"128","drought","16",11
"2563",11.5,"123","drought","1",11
"2564",10,"232","drought","1",11
"2565",10.5,"133","drought","17",11
"2566",10,"226","drought","17",11
